config_id,seed,epoch,train_loss,train_acc,val_loss,val_acc,epoch_time
lr0.001_bs64_dr0.1_ls0.0,42,39,0.0147,0.9952,0.0374,0.9894,32.14
lr0.001_bs64_dr0.1_ls0.0,42,40,0.0149,0.9952,0.0418,0.9891,32.16
lr0.001_bs64_dr0.1_ls0.0,42,41,0.0167,0.9946,0.0358,0.9915,32.13
lr0.001_bs64_dr0.1_ls0.0,42,42,0.0105,0.9964,0.0323,0.9921,32.11
lr0.001_bs64_dr0.1_ls0.0,42,43,0.0081,0.9972,0.0307,0.9931,32.11
lr0.001_bs64_dr0.1_ls0.0,42,44,0.0089,0.9974,0.0322,0.9911,32.11
lr0.001_bs64_dr0.1_ls0.0,42,45,0.0083,0.9974,0.0361,0.9911,32.07
lr0.001_bs64_dr0.1_ls0.0,42,46,0.0080,0.9975,0.0311,0.9924,31.92
lr0.001_bs64_dr0.1_ls0.0,42,47,0.0076,0.9976,0.0343,0.9909,31.97
lr0.001_bs64_dr0.1_ls0.0,42,48,0.0076,0.9977,0.0324,0.9925,31.98
lr0.001_bs64_dr0.1_ls0.0,42,49,0.0072,0.9976,0.0337,0.9910,31.98
lr0.001_bs64_dr0.1_ls0.0,42,50,0.0065,0.9977,0.0306,0.9924,31.97
lr0.001_bs64_dr0.1_ls0.0,42,51,0.0056,0.9983,0.0303,0.9930,31.99
lr0.001_bs64_dr0.1_ls0.0,42,52,0.0047,0.9985,0.0282,0.9935,32.02
lr0.001_bs64_dr0.1_ls0.0,42,53,0.0044,0.9985,0.0309,0.9923,31.97
lr0.001_bs64_dr0.1_ls0.0,42,54,0.0047,0.9986,0.0314,0.9926,31.94
lr0.001_bs64_dr0.1_ls0.0,42,55,0.0048,0.9985,0.0266,0.9940,31.99
lr0.001_bs64_dr0.1_ls0.0,42,56,0.0045,0.9987,0.0290,0.9930,32.01
lr0.001_bs64_dr0.1_ls0.0,42,57,0.0040,0.9988,0.0271,0.9932,31.96
lr0.001_bs64_dr0.1_ls0.0,42,58,0.0046,0.9986,0.0307,0.9931,31.98
lr0.001_bs64_dr0.1_ls0.0,42,59,0.0038,0.9989,0.0277,0.9929,32.01
lr0.001_bs64_dr0.1_ls0.0,42,60,0.0043,0.9987,0.0266,0.9935,32.03
lr0.001_bs64_dr0.1_ls0.0,42,61,0.0039,0.9987,0.0267,0.9934,32.04
lr0.001_bs64_dr0.1_ls0.0,42,62,0.0045,0.9985,0.0295,0.9926,32.09
lr0.001_bs64_dr0.1_ls0.0,42,63,0.0038,0.9989,0.0271,0.9931,32.14
lr0.001_bs64_dr0.1_ls0.0,42,64,0.0043,0.9987,0.0313,0.9921,32.06
lr0.001_bs64_dr0.1_ls0.0,42,65,0.0035,0.9990,0.0293,0.9928,32.08
lr0.001_bs64_dr0.1_ls0.0,42,66,0.0036,0.9989,0.0265,0.9938,32.11
lr0.001_bs64_dr0.1_ls0.0,42,67,0.0035,0.9989,0.0316,0.9926,32.24
lr0.001_bs64_dr0.1_ls0.0,42,68,0.0035,0.9989,0.0286,0.9937,32.48
lr0.001_bs64_dr0.1_ls0.0,42,69,0.0035,0.9990,0.0290,0.9930,32.48
